"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Burger & Lobster Jewel Changi Airport","4.3","1174","78 Airport Blvd., #05 - 203","Singapore",,"SG","https://www.burgerandlobster.com/locations/singapore/jewel-changi-airport/?utm_source=google&utm_medium=local&utm_campaign=gmblisting","+65 6971 6126","Restaurant","https://www.google.com/maps/search/?api=1&query=Burger%20%26%20Lobster%20Jewel%20Changi%20Airport&query_place_id=ChIJmxdGfIk82jERFD6X6ug1vdo"
"Teahouse By Soup Restaurant @ Century Square","4.2","674","2 Tampines Central 5, #01-20 Century Square","Singapore",,"SG","http://www.souprestaurant.com.sg/","+65 6260 0030","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Teahouse%20By%20Soup%20Restaurant%20%40%20Century%20Square&query_place_id=ChIJXTBJS0w92jERexiwvZ_ZAEQ"
"小浦田餐馆 | Xiao Pu Tien Restaurant","4.1","172","138 Tampines St. 11, #01-124","Singapore",,"SG",,"+65 9370 0092","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E6%B5%A6%E7%94%B0%E9%A4%90%E9%A6%86%20%7C%20Xiao%20Pu%20Tien%20Restaurant&query_place_id=ChIJgzcWh1Y92jERSn3vPT2EZ9A"
"U Taste Restaurant","1.7","48","BLK 513 Tampines Central 1, #01-170","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=U%20Taste%20Restaurant&query_place_id=ChIJVT0s5RE92jERvCwl6hy6QqM"
"BACHMANN JAPANESE RESTAURANT Changi Terminal 1",,"0","80 Airport Blvd.","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=BACHMANN%20JAPANESE%20RESTAURANT%20Changi%20Terminal%201&query_place_id=ChIJuf-bjok82jERi23qIO8v10w"
"Sheik Jalani Restaurant","4.2","238","527 Bedok North Street 3","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Sheik%20Jalani%20Restaurant&query_place_id=ChIJn1bcpk892jERn8GaUyDwKKk"
"Jin Wee Restaurant","4.2","324","928 E Coast Rd","Singapore",,"SG",,"+65 9852 7066","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Jin%20Wee%20Restaurant&query_place_id=ChIJhf74pKQi2jERCm22IG2N0JE"
"Yun Nans 云海肴 (Jewel)","4.4","1376","78 Airport Blvd., #02 - 217","Singapore",,"SG","http://order.yunnans.sg/","+65 6908 3677","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Yun%20Nans%20%E4%BA%91%E6%B5%B7%E8%82%B4%20(Jewel)&query_place_id=ChIJv91q3ww92jERT5dt3iD4jCQ"
"New Rezki Restaurant.pte.ltd","3.8","298","203 Bedok North Street 1","Singapore",,"SG","https://www.foodpanda.sg/restaurant/v8sm/new-rezki-restaurant","+65 6573 6837","Coffee shop","https://www.google.com/maps/search/?api=1&query=New%20Rezki%20Restaurant.pte.ltd&query_place_id=ChIJM68ux0w92jER9yE2WrntyL4"
"金隆海鲜楼 Jing Long Seafood Restaurant @ BEDOK","4.1","1027","412 Bedok North Ave 2, #01-152","Singapore",,"SG","http://www.jinglongseafood.com.sg/","+65 6442 9398","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=%E9%87%91%E9%9A%86%E6%B5%B7%E9%B2%9C%E6%A5%BC%20Jing%20Long%20Seafood%20Restaurant%20%40%20BEDOK&query_place_id=ChIJV5HqbUw92jERnQ7X4hYoVQU"
"Poulet Bijou - Jewel Changi Airport","4.8","6702","78 Airport Road, Jewel 01 - 227 Singapore Changi Airport","Singapore",,"SG","https://www.poulet.com.sg/","+65 6243 7820","Restaurant","https://www.google.com/maps/search/?api=1&query=Poulet%20Bijou%20-%20Jewel%20Changi%20Airport&query_place_id=ChIJPe5DIug92jERkD4cMJdPdug"
"Alsalam Restaurant","4","498","801 Tampines Ave 4","Singapore",,"SG","https://www.foodpanda.sg/restaurant/x4ke/alsalam-restaurant","+65 6789 9680","Indian Muslim restaurant","https://www.google.com/maps/search/?api=1&query=Alsalam%20Restaurant&query_place_id=ChIJAdJ_1hQ92jERP1rHP9LQY2Q"
"Bikanervala - Indian Sweets and Vegetarian Restaurant in Changi Airport, Terminal 3, Singapore","3.8","635","Singapore Changi Airport Terminal 3 hall to level 4, Level 4 Public access Viewing area Take lift or escalator from Department","Singapore",,"SG","https://bikanervala.sg/","+65 6584 2473","Family restaurant","https://www.google.com/maps/search/?api=1&query=Bikanervala%20-%20Indian%20Sweets%20and%20Vegetarian%20Restaurant%20in%20Changi%20Airport%2C%20Terminal%203%2C%20Singapore&query_place_id=ChIJG4HBP5M82jERqbo7uo6pc-g"
"Yangzhou Fried Rice Restaurant 扬州炒饭饭店","4.1","201","430 Upper Changi Rd, #01-11","Singapore",,"SG","https://www.facebook.com/YZFriedrice","+65 9106 1723","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Yangzhou%20Fried%20Rice%20Restaurant%20%E6%89%AC%E5%B7%9E%E7%82%92%E9%A5%AD%E9%A5%AD%E5%BA%97&query_place_id=ChIJtVhJoDE92jEROfxZzHkbr4o"
"Violet Oon @ Jewel","4.2","492","78 Airport Blvd., #01 - 205 / 206","Singapore",,"SG","https://violetoon.com/","+65 9834 9935","Nyonya restaurant","https://www.google.com/maps/search/?api=1&query=Violet%20Oon%20%40%20Jewel&query_place_id=ChIJhQzgMDw92jERRuSydqefIA4"
"KNS Restaurant","3.4","658","89 Bedok North Street 4, #01-111","Singapore",,"SG","https://knsrestaurant.com/","+65 6445 1619","Indian restaurant","https://www.google.com/maps/search/?api=1&query=KNS%20Restaurant&query_place_id=ChIJW5UmLTY92jERHKQ3LeLjDEs"
"Hot Tomato","3.8","226","78 Airport Blvd., #04 - 229","Singapore",,"SG","https://www.hottomato.com.sg/","+65 6214 9352","Western restaurant","https://www.google.com/maps/search/?api=1&query=Hot%20Tomato&query_place_id=ChIJf7DBxR892jERWFYeWFazCCM"
"Top Seafood Restaurant","3.2","60","128 Bedok North Street 2, Block 128","Singapore",,"SG","https://topseafood.oddle.me/en_SG/","+65 8112 2521","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Top%20Seafood%20Restaurant&query_place_id=ChIJbysncjU92jERpuHahz4xMxQ"
"Shake Shack Jewel Changi","4.2","3692","78 Airport Blvd., #02 - 256","Singapore",,"SG","https://www.shakeshack.com.sg/",,"Hamburger restaurant","https://www.google.com/maps/search/?api=1&query=Shake%20Shack%20Jewel%20Changi&query_place_id=ChIJnUYXuQs92jERG4HWV4h1za0"
"Afghanistan Family Restaurant","4.1","1685","201E Tampines St 23","Singapore",,"SG","https://www.facebook.com/296745123739506/","+65 9829 4907","Halal restaurant","https://www.google.com/maps/search/?api=1&query=Afghanistan%20Family%20Restaurant&query_place_id=ChIJt_9UaBs92jERInQc82L3oP4"
"Tanuki Raw @ Jewel Changi Airport","3.9","350","78 Airport Boulevard 05-202 Jewel, Singapore Changi Airport","Singapore",,"SG","http://tanukiraw.com/","+65 8590 4900","Restaurant","https://www.google.com/maps/search/?api=1&query=Tanuki%20Raw%20%40%20Jewel%20Changi%20Airport&query_place_id=ChIJlSIGfIk82jERMawU5e71uGM"
"Kok Sen Restaurant","4.1","1618","Keong Saik Rd., 4","Singapore",,"SG","https://koksen.oddle.me/en_SG/","+65 6223 2005","Singaporean restaurant","https://www.google.com/maps/search/?api=1&query=Kok%20Sen%20Restaurant&query_place_id=ChIJ1UPefHIZ2jERNw75Jntk0oM"
"White Restaurant (Tampines Mall)","3.8","192","4 Tampines Central 5, #B1-K17 Tampines Mall","Singapore",,"SG","https://whiterestaurant.com.sg/","+65 6908 1023","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=White%20Restaurant%20(Tampines%20Mall)&query_place_id=ChIJQXDzuNs92jERhPk8LJxN2ro"
"1929 @ Keong Saik Restaurant & Bar","4.4","14","50 Keong Saik Rd., Hotel 1929","Singapore",,"SG","https://1929keongsaik.business.site/?utm_source=gmb&utm_medium=referral","+65 6226 7929","Restaurant","https://www.google.com/maps/search/?api=1&query=1929%20%40%20Keong%20Saik%20Restaurant%20%26%20Bar&query_place_id=ChIJgVddJfgZ2jER_mNXzZJDh1s"
"Le Faubourg","4.4","235","2 Gunner Lane #01-02 Mess Hall Block 17, opp The Barracks Hotel","Singapore",,"SG","https://le-faubourg-sentosa.com/","+65 6677 7128","Restaurant","https://www.google.com/maps/search/?api=1&query=Le%20Faubourg&query_place_id=ChIJozAd4eEb2jERkA7-7FffCxY"
"Indian Tandoor Restaurant","4.3","176","#01-65 430 Upper Changi Rd","Singapore",,"SG","http://indiantandoor.com.sg/","+65 9105 2565","Restaurant","https://www.google.com/maps/search/?api=1&query=Indian%20Tandoor%20Restaurant&query_place_id=ChIJ8TTpmsk92jERNHpupLAkT3Q"
"New Mahamoodiya Restaurant","3.9","993","335 Bedok Rd","Singapore",,"SG","https://newmahamoodiya.com/","+65 6243 2086","Indian restaurant","https://www.google.com/maps/search/?api=1&query=New%20Mahamoodiya%20Restaurant&query_place_id=ChIJCzqSjTE92jERCxig5QFo4o8"
"Labyrinth Restaurant","4.6","443","Raffles Ave., #02 - 23","Singapore",,"SG","https://www.restaurantlabyrinth.com/","+65 6223 4098","Singaporean restaurant","https://www.google.com/maps/search/?api=1&query=Labyrinth%20Restaurant&query_place_id=ChIJj99Fo3IZ2jERFIUg_m-VhO8"
"Crown Prince Restaurant (Aranda Country Club)","4.7","28","60 Pasir Ris Dr 3, #01-01","Singapore",,"SG",,"+65 8801 8111","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Crown%20Prince%20Restaurant%20(Aranda%20Country%20Club)&query_place_id=ChIJr7gLwH092jERmisqL5i-QDs"
"Sakunthala's Restaurant - Changi Outlet","3.9","436","8 Changi Business Park Ave 1, #01-53 ESR Biz Park","Singapore",,"SG","https://www.sakunthalas.com/","+65 6538 3134","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Sakunthala's%20Restaurant%20-%20Changi%20Outlet&query_place_id=ChIJM-eKedc82jERGtX0Qt-ekFc"
"Plate Restaurant","3.8","151","1 Gopeng St","Singapore",,"SG","http://carltoncity.sg/dining/plate","+65 6632 8922","Restaurant","https://www.google.com/maps/search/?api=1&query=Plate%20Restaurant&query_place_id=ChIJSZw8v2wZ2jERNK1UuIO3t-A"
"Etna Italian Restaurant (East Coast)","4.4","841","110 Upper E Coast Rd","Singapore",,"SG","http://www.etnaitalianrestaurant.com/","+65 6444 9530","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Etna%20Italian%20Restaurant%20(East%20Coast)&query_place_id=ChIJ74mSCrsi2jERJG7qojkJU-k"
"Alsalam Restaurant","4","298","472 Tampines Street 44, #01-49","Singapore",,"SG",,"+65 6783 8073","Halal restaurant","https://www.google.com/maps/search/?api=1&query=Alsalam%20Restaurant&query_place_id=ChIJ7VRKwAY92jERecn25Uf7_J8"
"Rhubarb","4.6","382","3 Duxton Hill","Singapore",,"SG","http://www.rhubarb.sg/","+65 8127 5001","French restaurant","https://www.google.com/maps/search/?api=1&query=Rhubarb&query_place_id=ChIJSSqJZm0Z2jEROEr3NpxAVqU"
"EN Live Seafood Restaurant","4.6","59","7 Keppel Rd, #01-01","Singapore",,"SG","https://www.facebook.com/enliveseafood/",,"Restaurant","https://www.google.com/maps/search/?api=1&query=EN%20Live%20Seafood%20Restaurant&query_place_id=ChIJedTeOfQX2jER2LOyDOes1uo"
"Silver Shell Cafe","4.2","381","101 Siloso Rd","Singapore",,"SG","http://www.shangri-la.com/singapore/rasasentosaresort/dining/restaurants/dine-on-3-silver-shell-cafe/","+65 6371 1966","Restaurant","https://www.google.com/maps/search/?api=1&query=Silver%20Shell%20Cafe&query_place_id=ChIJ7aFemPAb2jER2H6rCmyLrEY"
"Bluemist Restaurant","4.3","402","Blk 7 Tanjong Pagar Plz, #01-103","Singapore",,"SG","https://www.bluemist.sg/","+65 6220 1820","Cafe","https://www.google.com/maps/search/?api=1&query=Bluemist%20Restaurant&query_place_id=ChIJP6ZuX2sZ2jERbzY9mmUsAJY"
"Element Restaurant Amara Singapore","3.5","214","165 Tg Pagar Rd, Level One Amara Singapore","Singapore",,"SG","https://singapore.amarahotels.com/dining/element","+65 6879 2626","Restaurant","https://www.google.com/maps/search/?api=1&query=Element%20Restaurant%20Amara%20Singapore&query_place_id=ChIJK-a8X2sZ2jERMDuQGOcyCQg"
"Sol & Ora","4.6","248","The Outpost Hotel, 10 Artillery Ave, #07-01 Sentosa Island","Singapore",,"SG","https://www.solandora.sg/","+65 8879 8765","Restaurant","https://www.google.com/maps/search/?api=1&query=Sol%20%26%20Ora&query_place_id=ChIJW18JkhYb2jERNYFzp06llDE"
"Mazzo Restaurant & Bar — Italian Pizza & Chargrilled Meats | Wines & Cocktails","4.4","260","56 Club St","Singapore",,"SG","https://www.mazzosingapore.com/","+65 8133 7588","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Mazzo%20Restaurant%20%26%20Bar%20%E2%80%94%20Italian%20Pizza%20%26%20Chargrilled%20Meats%20%7C%20Wines%20%26%20Cocktails&query_place_id=ChIJUb2q_foZ2jER8SLTc85-itc"
"The Spot - Singapore","4.5","692","5 Straits View, #01-26/27 Marina One East Tower","Singapore",,"SG","http://thespot.sg/","+65 6284 2637","Restaurant","https://www.google.com/maps/search/?api=1&query=The%20Spot%20-%20Singapore&query_place_id=ChIJq6pqohEZ2jERAWzgPlS-rxM"
"MERCI MARCEL","4.7","2126","7-9 Club St","Singapore",,"SG","http://mercimarcelgroup.com/","+65 6438 3913","French restaurant","https://www.google.com/maps/search/?api=1&query=MERCI%20MARCEL&query_place_id=ChIJoQvLtqkZ2jERKOVZn48aivQ"
"Teppei Japanese Restaurant","4.5","793","1 Tras Link, #01-18 Orchid Hotel Singapore","Singapore",,"SG",,"+65 8831 5185","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Teppei%20Japanese%20Restaurant&query_place_id=ChIJYWuy22wZ2jER0SsGm6Lbbq8"
"Le Jardin Restaurant","4.1","778","5 Cox Terrace, Level 2 Fort Canning Arts Centre","Singapore",,"SG","http://www.lejardin.com.sg/","+65 8870 9977","European restaurant","https://www.google.com/maps/search/?api=1&query=Le%20Jardin%20Restaurant&query_place_id=ChIJV_K1ymYZ2jER39YtGS9Cv60"
"Pizza Hut Restaurant - Macpherson Road","3.7","100","163 MacPherson Rd","Singapore",,"SG","https://www.pizzahut.com.sg/","+65 6235 3535","Pizza restaurant","https://www.google.com/maps/search/?api=1&query=Pizza%20Hut%20Restaurant%20-%20Macpherson%20Road&query_place_id=ChIJ3YT6mbQX2jERUL6wREHsXIg"
"The Bay Restaurant","3.8","52","8 Sentosa Gateway, Sentosa Island","Singapore",,"SG","http://www.rwsentosa.com/language/en-US/Homepage/Restaurants/Others/TheBayRestaurant",,"Fast food restaurant","https://www.google.com/maps/search/?api=1&query=The%20Bay%20Restaurant&query_place_id=ChIJT0qQtv0b2jER-bVlf4iazQ4"
"Thanying Restaurant","4","179","165 Tanjong Pagar Road #02-00 Amara Hotel","Singapore",,"SG","https://www.thanyingrestaurants.com/","+65 6222 4688","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Thanying%20Restaurant&query_place_id=ChIJU-KRoWwZ2jERdhxf3O42dSs"
"Bottle tree cafe restaurant by sembawang eating house seafood restaurant @ Singapore Discovery Centre","3.9","40","510 Upper Jurong Rd","Singapore",,"SG",,"+65 6423 9861","Asian restaurant","https://www.google.com/maps/search/?api=1&query=Bottle%20tree%20cafe%20restaurant%20by%20sembawang%20eating%20house%20seafood%20restaurant%20%40%20Singapore%20Discovery%20Centre&query_place_id=ChIJ978lPHYP2jERf2c1HxrwMsQ"
"Lotus Vegetarian Restaurant","4.3","547","103 Irrawaddy Rd, #02-07 Royal Square@Novena","Singapore",,"SG","http://www.lotusvegetarian.sg/","+65 8668 0090","Vegetarian restaurant","https://www.google.com/maps/search/?api=1&query=Lotus%20Vegetarian%20Restaurant&query_place_id=ChIJw7Bn0vYZ2jER7YWZKh57T4Y"
"Pangat North Indian Restaurant","3","2","1 Fusionopolis Way, Koufu, B2 #02 (PANGAT - MR5","Singapore",,"SG",,"+65 8811 1141","Restaurant","https://www.google.com/maps/search/?api=1&query=Pangat%20North%20Indian%20Restaurant&query_place_id=ChIJY-MH5Sob2jERK0RVxoaFK4k"
"Gyu-Kaku Japanese BBQ","4","413","238 Thomson Rd, #02 - 46","Singapore",,"SG","http://www.gyu-kaku.com.sg/","+65 6252 4001","Yakiniku restaurant","https://www.google.com/maps/search/?api=1&query=Gyu-Kaku%20Japanese%20BBQ&query_place_id=ChIJ05kCbucZ2jER_jJKT0FxoIk"
"Swensen's @ Clementi Mall","3.7","991","3155 Commonwealth Ave W, #05-31/32/33","Singapore",,"SG","http://www.swensens.com.sg/singapore","+65 6659 2151","American restaurant","https://www.google.com/maps/search/?api=1&query=Swensen's%20%40%20Clementi%20Mall&query_place_id=ChIJ9y7Rbo4a2jER2Toju7Lm-b0"
"Kian Seng Seafood Restaurant","4","1485","4013 Ang Mo Kio Industrial Park 1, #01-450","Singapore",,"SG","http://www.kiansengseafood.com.sg/","+65 6458 2552","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Kian%20Seng%20Seafood%20Restaurant&query_place_id=ChIJY5MRFhsX2jERh-iGZWAeVZE"
"Soup Restaurant 三盅两件 - NEX","4","637","23 Serangoon Central, #02 - 15 / 16 NEX","Singapore",,"SG","http://www.souprestaurant.com.sg/","+65 6634 2822","Restaurant","https://www.google.com/maps/search/?api=1&query=Soup%20Restaurant%20%E4%B8%89%E7%9B%85%E4%B8%A4%E4%BB%B6%20-%20NEX&query_place_id=ChIJxyAVvKYX2jERoMQ4HzbxvKs"
"Man Zhu Steamboat Restaurant","4","138","350 Jurong East Ave 1, #01-1231 Singapore Singapore Region","Singapore",,"SG","https://emenu-global.sandypos.com/?rid=6681&tid=-1&ver=1","+65 6425 6185","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Man%20Zhu%20Steamboat%20Restaurant&query_place_id=ChIJVVWlrx8Q2jERjjyX8stA1-s"
"Pillars Restaurant & Catering Pte Ltd",,"0","35 Opal Cres","Singapore",,"SG",,"+65 6296 8422","Caterer","https://www.google.com/maps/search/?api=1&query=Pillars%20Restaurant%20%26%20Catering%20Pte%20Ltd&query_place_id=ChIJN4CIvn8X2jERJi4JDIriKPc"
"Gyu-Kaku Japanese BBQ","4","327","1 Vista Exchange Green, #02-17 The Star Vista","Singapore",,"SG","http://www.gyu-kaku.com.sg/","+65 6735 4001","Yakiniku restaurant","https://www.google.com/maps/search/?api=1&query=Gyu-Kaku%20Japanese%20BBQ&query_place_id=ChIJVVUp60Ia2jERi24_dFNev4o"
"Ajiya Okonomiyaki Restaurant","4.4","643","104 Jln Jurong Kechil","Singapore",,"SG","http://www.facebook.com/ajiyasg","+65 6463 3461","Okonomiyaki restaurant","https://www.google.com/maps/search/?api=1&query=Ajiya%20Okonomiyaki%20Restaurant&query_place_id=ChIJG5k102MQ2jER0OMTkkFt5XI"
"Siam Square Mookata - Best Mookata Restaurant in Singapore","4","219","155 Bukit Batok Street 11","Singapore",,"SG","https://siamsquaremookata.com.sg/","+65 8119 6664","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Siam%20Square%20Mookata%20-%20Best%20Mookata%20Restaurant%20in%20Singapore&query_place_id=ChIJufaZrz0Q2jERjiCKiNsRsh4"
"Maji Curry Square 2","4.5","216","10 Sinaran Dr, #02-07","Singapore",,"SG","http://majicurry.com/","+65 8494 4898","Restaurant","https://www.google.com/maps/search/?api=1&query=Maji%20Curry%20Square%202&query_place_id=ChIJawC3ZFAZ2jEREtf2WSROJwo"
"Ban Heng Restaurant","3.5","724","22 Boon Keng Rd, #01-21","Singapore",,"SG","http://www.banheng.com.sg/","+65 6291 0407","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Ban%20Heng%20Restaurant&query_place_id=ChIJ_XLv8dEZ2jERezBydi33vg0"
"146 Dim Sum Handmade Bao","3.9","40","146 Potong Pasir Ave 1, #01-127 PP881 Foodhouse","Singapore",,"SG",,,"Dim sum restaurant","https://www.google.com/maps/search/?api=1&query=146%20Dim%20Sum%20Handmade%20Bao&query_place_id=ChIJE6wRwdkX2jERIU3uL5AvrjA"
"IKEA Jurong Restaurant","3.7","98","50 Jurong Gateway Rd, #04-20/21/22","Singapore",,"SG","https://www.ikea.com/sg/en/stores/restaurant/","+65 6786 6868","Swedish restaurant","https://www.google.com/maps/search/?api=1&query=IKEA%20Jurong%20Restaurant&query_place_id=ChIJWXkyfhER2jERe2ctFxHPaNs"
"Nara","4","140","167 Thomson Rd","Singapore",,"SG","http://www.narajapanese.sg/","+65 6256 6568","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Nara&query_place_id=ChIJeXsF6-cZ2jER3xfe4x5PF6s"
"Mother Earth Vegetarian Restaurant 大地之素","4.6","249","511 Upper Jurong Rd, #01-04 E inside main lobby of d'Arena","Singapore",,"SG","https://motherearthjurong.getz.co/","+65 8644 3168","Restaurant","https://www.google.com/maps/search/?api=1&query=Mother%20Earth%20Vegetarian%20Restaurant%20%E5%A4%A7%E5%9C%B0%E4%B9%8B%E7%B4%A0&query_place_id=ChIJqYXtH3AP2jERkVSR2wkqdew"
"Yuan Xing Chaozhou Restaurant","3.9","268","34 Whampoa West, #01-01","Singapore",,"SG",,"+65 6298 3179","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Yuan%20Xing%20Chaozhou%20Restaurant&query_place_id=ChIJ____x9MZ2jERSNn_GvDOLI0"
"Fountain Microbrewery & Restaurant","4.3","214","21 Jurong Town Hall Rd, Level 2 Snow City Singapore","Singapore",,"SG","https://fountain.com.sg/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=website_button","+65 8121 5101","Brewpub","https://www.google.com/maps/search/?api=1&query=Fountain%20Microbrewery%20%26%20Restaurant&query_place_id=ChIJiaNN_7MR2jERhwy03KL7Dlc"
"Iskina Cebu Restaurant","3.8","132","73A Ayer Rajah Crescent, #01-27","Singapore",,"SG",,"+65 9230 8181","Filipino restaurant","https://www.google.com/maps/search/?api=1&query=Iskina%20Cebu%20Restaurant&query_place_id=ChIJkZqJeBgY2jERx_AR7wwXndk"
"Hansang Korean Family Restaurant","4.6","3391","10 Sinaran Dr, #03-33 Square 2","Singapore",,"SG",,"+65 6397 6752","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Hansang%20Korean%20Family%20Restaurant&query_place_id=ChIJdUi9XecZ2jERxhzd-uWzdm8"
"Gim Seng Heng Seafood Restaurant","4","122","Block 36 Sin Ming Dr, #01-371","Singapore",,"SG","https://gim-seng-heng-seafood.business.site/","+65 6778 9891","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Gim%20Seng%20Heng%20Seafood%20Restaurant&query_place_id=ChIJDzQ4JSQX2jERwDX_V7DVjbM"
"Al-kareem Restaurant",,"0","23, #02 Penjuru Walk, #80&81 Cassia at Penjuru","Singapore",,"SG",,"+65 8257 6210","Halal restaurant","https://www.google.com/maps/search/?api=1&query=Al-kareem%20Restaurant&query_place_id=ChIJf267Oagb2jER-V4WxexAzz0"
"Malay Food Stall At Guan Kim Restaurant","5","2","47 Tanglin Halt Rd, Block 47","Singapore",,"SG",,,"Restaurant","https://www.google.com/maps/search/?api=1&query=Malay%20Food%20Stall%20At%20Guan%20Kim%20Restaurant&query_place_id=ChIJEZmIhkca2jERjWTIME4zlBM"
"Old Lai Huat Seafood Restaurant","4","295","223 Rangoon Rd","Singapore",,"SG",,,"Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Old%20Lai%20Huat%20Seafood%20Restaurant&query_place_id=ChIJJTZJONsZ2jERPrHn4e1lye0"
"Mukjja Korean Chinese Restaurant","4.1","276","275 Thomson Rd, #01-07","Singapore",,"SG",,"+65 6259 7479","Restaurant","https://www.google.com/maps/search/?api=1&query=Mukjja%20Korean%20Chinese%20Restaurant&query_place_id=ChIJnU9LayEZ2jERQe2Z59-wPnY"
"Chang Korean Charcoal BBQ Restaurant","4.2","554","71 Loewen Rd, #01-01","Singapore",,"SG","http://changbbq.com.sg/","+65 6473 9005","Korean barbecue restaurant","https://www.google.com/maps/search/?api=1&query=Chang%20Korean%20Charcoal%20BBQ%20Restaurant&query_place_id=ChIJ1TIAJCMa2jERxEA9Zo_-TMs"
"Lai Kee Dim Sum (Toa Payoh)","3.6","77","126 Lor 1 Toa Payoh, Block 126","Singapore",,"SG","https://laikeedimsum.com/","+65 8731 3488","Dim sum restaurant","https://www.google.com/maps/search/?api=1&query=Lai%20Kee%20Dim%20Sum%20(Toa%20Payoh)&query_place_id=ChIJjZxlLGgX2jERrOzYAnKMkcY"
"McDonald's HDB Hub","3.7","399","490 Lor 6 Toa Payoh, #01-11 HDB Hub","Singapore",,"SG","https://www.mcdonalds.com.sg/","+65 6777 3777","Fast food restaurant","https://www.google.com/maps/search/?api=1&query=McDonald's%20HDB%20Hub&query_place_id=ChIJNxgTJGcX2jERknmwhIA08gY"
"Yee Cheong Yuen Noodle Restaurant Pte Ltd",,"0","600 Lor 4 Toa Payoh","Singapore",,"SG",,"+65 6258 0040","Market","https://www.google.com/maps/search/?api=1&query=Yee%20Cheong%20Yuen%20Noodle%20Restaurant%20Pte%20Ltd&query_place_id=ChIJVw6i2mUX2jERrmwLxTPhzVU"
"Brotzeit German Beer Bar and Restaurant - VivoCity","4.2","2741","1 HarbourFront Walk, #01-149 VivoCity","Singapore",,"SG","http://www.brotzeit.co/?utm_source=google&utm_medium=organic&utm_campaign=gmb","+65 6272 8815","German restaurant","https://www.google.com/maps/search/?api=1&query=Brotzeit%20German%20Beer%20Bar%20and%20Restaurant%20-%20VivoCity&query_place_id=ChIJQ7ONulgZ2jERMHtVg8e4VHg"
"Picotin Brewhaus - Rochester","4","923","35 Rochester Dr","Singapore",,"SG","https://www.brewhaus.sg/","+65 6877 1191","Brewpub","https://www.google.com/maps/search/?api=1&query=Picotin%20Brewhaus%20-%20Rochester&query_place_id=ChIJn_-VG6Ub2jEReJQnN3fCGow"
"Siam Square Mookata - Best Mookata Restaurant in Singapore","3.9","169","600 Lor 4 Toa Payoh, #01-06/07/09/10","Singapore",,"SG","https://siamsquaremookata.com.sg/","+65 8119 6664","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Siam%20Square%20Mookata%20-%20Best%20Mookata%20Restaurant%20in%20Singapore&query_place_id=ChIJuZwdrXAX2jERq8ApYXeeru4"
"Rasa Istimewa @ Pasir Ris","4.3","724","201 Pasir Ris Rd","Singapore",,"SG","https://www.rasaistimewa.sg/","+65 6386 9339","Restaurant","https://www.google.com/maps/search/?api=1&query=Rasa%20Istimewa%20%40%20Pasir%20Ris&query_place_id=ChIJcwkC8Co92jERxiPJ0rflF9c"
"Anjappar Restaurant @ T1 Public","3.4","296","80 Airport Boulevard 03-20, Terminal 1 Public Area","Singapore",,"SG","http://anjappar.com.sg/","+65 6278 5545","Halal restaurant","https://www.google.com/maps/search/?api=1&query=Anjappar%20Restaurant%20%40%20T1%20Public&query_place_id=ChIJBwvgX8492jERuGqgO6qiZPc"
"GO Noodle House Changi Airport T2","4.1","56","60 Airport Blvd., #03-24/25-01 Viewing Mall South, Terminal 2","Singapore",,"SG","https://www.gonoodlehouse.com.sg/","+65 6600 3323","Chinese noodle restaurant","https://www.google.com/maps/search/?api=1&query=GO%20Noodle%20House%20Changi%20Airport%20T2&query_place_id=ChIJCXiCDg892jERFAZ9zxlrTIA"
