"title","categoryName","address","neighborhood","street","city","postalCode","state","countryCode","website","phone","phoneUnformatted","location/lat","location/lng","plusCode"
"Shake Shack Jewel Changi","Hamburger restaurant","78 Airport Blvd., #02 - 256, Singapore 819666","Changi","78 Airport Blvd., #02 - 256","Singapore","819666",,"SG","https://www.shakeshack.com.sg/",,,"1.3604639","103.990076","9X6R+52 Singapore"
"Afghanistan Family Restaurant","Halal restaurant","201E Tampines St 23, Singapore 527201","Tampines","201E Tampines St 23","Singapore","527201",,"SG","https://www.facebook.com/296745123739506/","+65 9829 4907","+6598294907","1.3535555","103.9539729","9X33+CH Singapore"
"Tanuki Raw @ Jewel Changi Airport","Restaurant","78 Airport Boulevard 05-202 Jewel, Singapore Changi Airport, Singapore 819666","Changi","78 Airport Boulevard 05-202 Jewel, Singapore Changi Airport","Singapore","819666",,"SG","http://tanukiraw.com/","+65 8590 4900","+6585904900","1.3603912","103.989642","9X6Q+5V Singapore"
"Kok Sen Restaurant","Singaporean restaurant","Keong Saik Rd., 4, Singapore 089110","Chinatown","Keong Saik Rd., 4","Singapore","089110",,"SG","https://koksen.oddle.me/en_SG/","+65 6223 2005","+6562232005","1.2794333","103.8416097","7RHR+QJ Singapore"
"White Restaurant (Tampines Mall)","Chinese restaurant","4 Tampines Central 5, #B1-K17 Tampines Mall, Singapore 529510","Tampines","4 Tampines Central 5, #B1-K17 Tampines Mall","Singapore","529510",,"SG","https://whiterestaurant.com.sg/","+65 6908 1023","+6569081023","1.3524936","103.9447179","9W2V+XV Singapore"
"1929 @ Keong Saik Restaurant & Bar","Restaurant","50 Keong Saik Rd., Hotel 1929, Singapore 089154","Chinatown","50 Keong Saik Rd., Hotel 1929","Singapore","089154",,"SG","https://1929keongsaik.business.site/?utm_source=gmb&utm_medium=referral","+65 6226 7929","+6562267929","1.2807919","103.8418042","7RJR+8P Singapore"
"Le Faubourg","Restaurant","2 Gunner Lane #01-02 Mess Hall Block 17, opp The Barracks Hotel, Singapore 099567","Southern Islands","2 Gunner Lane #01-02 Mess Hall Block 17, opp The Barracks Hotel","Singapore","099567",,"SG","https://le-faubourg-sentosa.com/","+65 6677 7128","+6566777128","1.2526575","103.8208749","7R3C+38 Singapore"
"Indian Tandoor Restaurant","Restaurant","#01-65 430 Upper Changi Rd, Singapore 487048","Bedok","#01-65 430 Upper Changi Rd","Singapore","487048",,"SG","http://indiantandoor.com.sg/","+65 9105 2565","+6591052565","1.3320183","103.9461061","8WJW+RC Singapore"
"New Mahamoodiya Restaurant","Indian restaurant","335 Bedok Rd, Singapore 469510","Bedok","335 Bedok Rd","Singapore","469510",,"SG","https://newmahamoodiya.com/","+65 6243 2086","+6562432086","1.3311377","103.9475055","8WJX+F2 Singapore"
"Labyrinth Restaurant","Singaporean restaurant","Raffles Ave., #02 - 23, Singapore 039802","Central Area","Raffles Ave., #02 - 23","Singapore","039802",,"SG","https://www.restaurantlabyrinth.com/","+65 6223 4098","+6562234098","1.2897489","103.8562976","7VQ4+VG Singapore"
"Crown Prince Restaurant (Aranda Country Club)","Seafood restaurant","60 Pasir Ris Dr 3, #01-01, Singapore 519497","Pasir Ris","60 Pasir Ris Dr 3, #01-01","Singapore","519497",,"SG",,"+65 8801 8111","+6588018111","1.3772994","103.9537378","9XG3+WF Singapore"
"Sakunthala's Restaurant - Changi Outlet","Indian restaurant","8 Changi Business Park Ave 1, #01-53 ESR Biz Park, Singapore 486018","Tampines","8 Changi Business Park Ave 1, #01-53 ESR Biz Park","Singapore","486018",,"SG","https://www.sakunthalas.com/","+65 6538 3134","+6565383134","1.3350751","103.9641532","8XP7+2M Singapore"
"Plate Restaurant","Restaurant","1 Gopeng St, Singapore 078862","Tanjong Pagar","1 Gopeng St","Singapore","078862",,"SG","http://carltoncity.sg/dining/plate","+65 6632 8922","+6566328922","1.2761056","103.8435576","7RGV+CC Singapore"
"Etna Italian Restaurant (East Coast)","Italian restaurant","110 Upper E Coast Rd, Singapore 455298","Bedok","110 Upper E Coast Rd","Singapore","455298",,"SG","http://www.etnaitalianrestaurant.com/","+65 6444 9530","+6564449530","1.3132206","103.9293525","8W7H+7P Singapore"
"Alsalam Restaurant","Halal restaurant","472 Tampines Street 44, #01-49, Singapore 520472","Tampines","472 Tampines Street 44, #01-49","Singapore","520472",,"SG",,"+65 6783 8073","+6567838073","1.3600744","103.9536754","9X63+2F Singapore"
"Rhubarb","French restaurant","3 Duxton Hill, Singapore 089589","Chinatown","3 Duxton Hill","Singapore","089589",,"SG","http://www.rhubarb.sg/","+65 8127 5001","+6581275001","1.2793726","103.8430536","7RHV+P6 Singapore"
"EN Live Seafood Restaurant","Restaurant","7 Keppel Rd, #01-01, Singapore 089053","Bukit Merah","7 Keppel Rd, #01-01","Singapore","089053",,"SG","https://www.facebook.com/enliveseafood/",,,"1.271418","103.842329","7RCR+HW Singapore"
"Silver Shell Cafe","Restaurant","101 Siloso Rd, Singapore 098970","Southern Islands","101 Siloso Rd","Singapore","098970",,"SG","http://www.shangri-la.com/singapore/rasasentosaresort/dining/restaurants/dine-on-3-silver-shell-cafe/","+65 6371 1966","+6563711966","1.2574494","103.8100783","7R46+X2 Singapore"
"Bluemist Restaurant","Cafe","Blk 7 Tanjong Pagar Plz, #01-103, Singapore 081007","Chinatown","Blk 7 Tanjong Pagar Plz, #01-103","Singapore","081007",,"SG","https://www.bluemist.sg/","+65 6220 1820","+6562201820","1.2769734","103.8432784","7RGV+Q8 Singapore"
"Element Restaurant Amara Singapore","Restaurant","165 Tg Pagar Rd, Level One Amara Singapore, Singapore 088539","Tanjong Pagar","165 Tg Pagar Rd, Level One Amara Singapore","Singapore","088539",,"SG","https://singapore.amarahotels.com/dining/element","+65 6879 2626","+6568792626","1.2749177","103.8437106","7RFV+XF Singapore"
"Sol & Ora","Restaurant","The Outpost Hotel, 10 Artillery Ave, #07-01 Sentosa Island, Singapore 099951","Southern Islands","The Outpost Hotel, 10 Artillery Ave, #07-01 Sentosa Island","Singapore","099951",,"SG","https://www.solandora.sg/","+65 8879 8765","+6588798765","1.251754","103.8197205","7R29+PV Singapore"
"Mazzo Restaurant & Bar — Italian Pizza & Chargrilled Meats | Wines & Cocktails","Italian restaurant","56 Club St, Singapore 069432","Chinatown","56 Club St","Singapore","069432",,"SG","https://www.mazzosingapore.com/","+65 8133 7588","+6581337588","1.282069","103.8457786","7RJW+R8 Singapore"
"The Spot - Singapore","Restaurant","5 Straits View, #01-26/27 Marina One East Tower, Singapore 018935","Central Area","5 Straits View, #01-26/27 Marina One East Tower","Singapore","018935",,"SG","http://thespot.sg/","+65 6284 2637","+6562842637","1.2780388","103.8531501","7VH3+67 Singapore"
"MERCI MARCEL","French restaurant","7-9 Club St, Singapore 069403","Chinatown","7-9 Club St","Singapore","069403",,"SG","http://mercimarcelgroup.com/","+65 6438 3913","+6564383913","1.2826433","103.8471483","7RMW+3V Singapore"
"Teppei Japanese Restaurant","Japanese restaurant","1 Tras Link, #01-18 Orchid Hotel Singapore, Singapore 078867","Chinatown","1 Tras Link, #01-18 Orchid Hotel Singapore","Singapore","078867",,"SG",,"+65 8831 5185","+6588315185","1.276722","103.8439479","7RGV+MH Singapore"
"Le Jardin Restaurant","European restaurant","5 Cox Terrace, Level 2 Fort Canning Arts Centre, Singapore 179620","Central Area","5 Cox Terrace, Level 2 Fort Canning Arts Centre","Singapore","179620",,"SG","http://www.lejardin.com.sg/","+65 8870 9977","+6588709977","1.2947615","103.8469286","7RVW+WQ Singapore"
"Pizza Hut Restaurant - Macpherson Road","Pizza restaurant","163 MacPherson Rd, Singapore 348532","Toa Payoh","163 MacPherson Rd","Singapore","348532",,"SG","https://www.pizzahut.com.sg/","+65 6235 3535","+6562353535","1.3297417","103.8737965","8VHF+VG Singapore"
"The Bay Restaurant","Fast food restaurant","8 Sentosa Gateway, Sentosa Island, Singapore 098269","Southern Islands","8 Sentosa Gateway, Sentosa Island","Singapore","098269",,"SG","http://www.rwsentosa.com/language/en-US/Homepage/Restaurants/Others/TheBayRestaurant",,,"1.2579102","103.8174067","7R58+5X Singapore"
"Thanying Restaurant","Thai restaurant","165 Tanjong Pagar Road #02-00 Amara Hotel, Singapore 088539","Tanjong Pagar","165 Tanjong Pagar Road #02-00 Amara Hotel","Singapore","088539",,"SG","https://www.thanyingrestaurants.com/","+65 6222 4688","+6562224688","1.2752281","103.8435872","7RGV+3C Singapore"
"Bottle tree cafe restaurant by sembawang eating house seafood restaurant @ Singapore Discovery Centre","Asian restaurant","510 Upper Jurong Rd, Singapore 638365","Jurong West","510 Upper Jurong Rd","Singapore","638365",,"SG",,"+65 6423 9861","+6564239861","1.332714","103.678929","8MMH+3H Singapore"
"Lotus Vegetarian Restaurant","Vegetarian restaurant","103 Irrawaddy Rd, #02-07 Royal Square@Novena, Singapore 329566","Novena","103 Irrawaddy Rd, #02-07 Royal Square@Novena","Singapore","329566",,"SG","http://www.lotusvegetarian.sg/","+65 8668 0090","+6586680090","1.320337","103.843237","8RCV+47 Singapore"
"Pangat North Indian Restaurant","Restaurant","1 Fusionopolis Way, Koufu, B2 #02 (PANGAT - MR5, Singapore 138632","Queenstown","1 Fusionopolis Way, Koufu, B2 #02 (PANGAT - MR5","Singapore","138632",,"SG",,"+65 8811 1141","+6588111141","1.2998458","103.7877637","7QXQ+W4 Singapore"
"Gyu-Kaku Japanese BBQ","Yakiniku restaurant","238 Thomson Rd, #02 - 46, Singapore 307683","Novena","238 Thomson Rd, #02 - 46","Singapore","307683",,"SG","http://www.gyu-kaku.com.sg/","+65 6252 4001","+6562524001","1.32009","103.8437568","8RCV+2G Singapore"
"Swensen's @ Clementi Mall","American restaurant","3155 Commonwealth Ave W, #05-31/32/33, Singapore 129588","Clementi","3155 Commonwealth Ave W, #05-31/32/33","Singapore","129588",,"SG","http://www.swensens.com.sg/singapore","+65 6659 2151","+6566592151","1.3155308","103.764614","8Q87+6R Singapore"
"Kian Seng Seafood Restaurant","Seafood restaurant","4013 Ang Mo Kio Industrial Park 1, #01-450, Singapore 569629","Ang Mo Kio","4013 Ang Mo Kio Industrial Park 1, #01-450","Singapore","569629",,"SG","http://www.kiansengseafood.com.sg/","+65 6458 2552","+6564582552","1.3586072","103.8548278","9V53+CW Singapore"
"Soup Restaurant 三盅两件 - NEX","Restaurant","23 Serangoon Central, #02 - 15 / 16 NEX, Singapore 556083","Serangoon","23 Serangoon Central, #02 - 15 / 16 NEX","Singapore","556083",,"SG","http://www.souprestaurant.com.sg/","+65 6634 2822","+6566342822","1.3508273","103.8726938","9V2F+83 Singapore"
"Man Zhu Steamboat Restaurant","Chinese restaurant","350 Jurong East Ave 1, #01-1231 Singapore Singapore Region, Singapore 600350","Jurong East","350 Jurong East Ave 1, #01-1231 Singapore Singapore Region","Singapore","600350",,"SG","https://emenu-global.sandypos.com/?rid=6681&tid=-1&ver=1","+65 6425 6185","+6564256185","1.3440092","103.7312675","8PVJ+JG Singapore"
"Pillars Restaurant & Catering Pte Ltd","Caterer","35 Opal Cres, Singapore 328425","Kallang","35 Opal Cres","Singapore","328425",,"SG",,"+65 6296 8422","+6562968422","1.3276446","103.866404","8VH8+3H Singapore"
"Gyu-Kaku Japanese BBQ","Yakiniku restaurant","1 Vista Exchange Green, #02-17 The Star Vista, Singapore 138617","Queenstown","1 Vista Exchange Green, #02-17 The Star Vista","Singapore","138617",,"SG","http://www.gyu-kaku.com.sg/","+65 6735 4001","+6567354001","1.3069375","103.7885449","8Q4Q+QC Singapore"
"Ajiya Okonomiyaki Restaurant","Okonomiyaki restaurant","104 Jln Jurong Kechil, Singapore 598603","Bukit Timah","104 Jln Jurong Kechil","Singapore","598603",,"SG","http://www.facebook.com/ajiyasg","+65 6463 3461","+6564633461","1.3409149","103.7724501","8QRC+9X Singapore"
"Siam Square Mookata - Best Mookata Restaurant in Singapore","Thai restaurant","155 Bukit Batok Street 11, Singapore 650155","Bukit Batok","155 Bukit Batok Street 11","Singapore","650155",,"SG","https://siamsquaremookata.com.sg/","+65 8119 6664","+6581196664","1.348023","103.743534","8PXV+6C Singapore"
"Maji Curry Square 2","Restaurant","10 Sinaran Dr, #02-07, Singapore 307506","Novena","10 Sinaran Dr, #02-07","Singapore","307506",,"SG","http://majicurry.com/","+65 8494 4898","+6584944898","1.3209681","103.84397","8RCV+9H Singapore"
"Ban Heng Restaurant","Chinese restaurant","22 Boon Keng Rd, #01-21, Singapore 330022","Kallang","22 Boon Keng Rd, #01-21","Singapore","330022",,"SG","http://www.banheng.com.sg/","+65 6291 0407","+6562910407","1.3183928","103.8612476","8V96+9F Singapore"
"146 Dim Sum Handmade Bao","Dim sum restaurant","146 Potong Pasir Ave 1, #01-127 PP881 Foodhouse, Singapore 350146","Toa Payoh","146 Potong Pasir Ave 1, #01-127 PP881 Foodhouse","Singapore","350146",,"SG",,,,"1.3319805","103.8671157","8VJ8+QR Singapore"
"IKEA Jurong Restaurant","Swedish restaurant","50 Jurong Gateway Rd, #04-20/21/22, Singapore 608549","Jurong East","50 Jurong Gateway Rd, #04-20/21/22","Singapore","608549",,"SG","https://www.ikea.com/sg/en/stores/restaurant/","+65 6786 6868","+6567866868","1.3337765","103.7436699","8PMV+GF Singapore"
"Nara","Japanese restaurant","167 Thomson Rd, Singapore 307619","Novena","167 Thomson Rd","Singapore","307619",,"SG","http://www.narajapanese.sg/","+65 6256 6568","+6562566568","1.3180442","103.8434183","8R9V+69 Singapore"
"Mother Earth Vegetarian Restaurant 大地之素","Restaurant","511 Upper Jurong Rd, #01-04 E inside main lobby of d'Arena, Singapore 638366","Jurong West","511 Upper Jurong Rd, #01-04 E inside main lobby of d'Arena","Singapore","638366",,"SG","https://motherearthjurong.getz.co/","+65 8644 3168","+6586443168","1.329549","103.6826171","8MHM+R2 Singapore"
"Yuan Xing Chaozhou Restaurant","Chinese restaurant","34 Whampoa West, #01-01, Singapore 330034","Kallang","34 Whampoa West, #01-01","Singapore","330034",,"SG",,"+65 6298 3179","+6562983179","1.3199839","103.8644251","8V97+XQ Singapore"
"Fountain Microbrewery & Restaurant","Brewpub","21 Jurong Town Hall Rd, Level 2 Snow City Singapore, Singapore 609433","Jurong East","21 Jurong Town Hall Rd, Level 2 Snow City Singapore","Singapore","609433",,"SG","https://fountain.com.sg/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=website_button","+65 8121 5101","+6581215101","1.3352233","103.7353064","8PPP+34 Singapore"
"Iskina Cebu Restaurant","Filipino restaurant","73A Ayer Rajah Crescent, #01-27, Singapore 139957","Queenstown","73A Ayer Rajah Crescent, #01-27","Singapore","139957",,"SG",,"+65 9230 8181","+6592308181","1.2975045","103.7872378","7QXP+2V Singapore"
"Hansang Korean Family Restaurant","Korean restaurant","10 Sinaran Dr, #03-33 Square 2, Singapore 307506","Novena","10 Sinaran Dr, #03-33 Square 2","Singapore","307506",,"SG",,"+65 6397 6752","+6563976752","1.3208703","103.8441058","8RCV+8J Singapore"
"Gim Seng Heng Seafood Restaurant","Seafood restaurant","Block 36 Sin Ming Dr, #01-371, Singapore 575710","Bishan","Block 36 Sin Ming Dr, #01-371","Singapore","575710",,"SG","https://gim-seng-heng-seafood.business.site/","+65 6778 9891","+6567789891","1.358747","103.837157","9R5P+FV Singapore"
"Al-kareem Restaurant","Halal restaurant","23, #02 Penjuru Walk, #80&81 Cassia at Penjuru, Singapore 608537","Jurong East","23, #02 Penjuru Walk, #80&81 Cassia at Penjuru","Singapore","608537",,"SG",,"+65 8257 6210","+6582576210","1.3179311","103.7319921","8P9J+5Q Singapore"
"Malay Food Stall At Guan Kim Restaurant","Restaurant","47 Tanglin Halt Rd, Block 47, Singapore 141047","Queenstown","47 Tanglin Halt Rd, Block 47","Singapore","141047",,"SG",,,,"1.3006195","103.7981277","8Q2X+67 Singapore"
"Old Lai Huat Seafood Restaurant","Seafood restaurant","223 Rangoon Rd, Singapore 218460","Kallang","223 Rangoon Rd","Singapore","218460",,"SG",,,,"1.3178364","103.8522435","8V92+4V Singapore"
"Mukjja Korean Chinese Restaurant","Restaurant","275 Thomson Rd, #01-07, Singapore 307645","Novena","275 Thomson Rd, #01-07","Singapore","307645",,"SG",,"+65 6259 7479","+6562597479","1.3214915","103.8415908","8RCR+HJ Singapore"
"Chang Korean Charcoal BBQ Restaurant","Korean barbecue restaurant","71 Loewen Rd, #01-01, Singapore 248847","Tanglin","71 Loewen Rd, #01-01","Singapore","248847",,"SG","http://changbbq.com.sg/","+65 6473 9005","+6564739005","1.3019405","103.8116485","8R26+QM Singapore"
"Lai Kee Dim Sum (Toa Payoh)","Dim sum restaurant","126 Lor 1 Toa Payoh, Block 126, Singapore 310126","Toa Payoh","126 Lor 1 Toa Payoh, Block 126","Singapore","310126",,"SG","https://laikeedimsum.com/","+65 8731 3488","+6587313488","1.3382356","103.8450094","8RQW+72 Singapore"
"McDonald's HDB Hub","Fast food restaurant","490 Lor 6 Toa Payoh, #01-11 HDB Hub, Singapore 310490","Toa Payoh","490 Lor 6 Toa Payoh, #01-11 HDB Hub","Singapore","310490",,"SG","https://www.mcdonalds.com.sg/","+65 6777 3777","+6567773777","1.3325896","103.8481317","8RMX+27 Singapore"
"Yee Cheong Yuen Noodle Restaurant Pte Ltd","Market","600 Lor 4 Toa Payoh, Singapore 319515","Toa Payoh","600 Lor 4 Toa Payoh","Singapore","319515",,"SG",,"+65 6258 0040","+6562580040","1.3340456","103.8509913","8VM2+J9 Singapore"
"Brotzeit German Beer Bar and Restaurant - VivoCity","German restaurant","1 HarbourFront Walk, #01-149 VivoCity, Singapore 098585","Bukit Merah","1 HarbourFront Walk, #01-149 VivoCity","Singapore","098585",,"SG","http://www.brotzeit.co/?utm_source=google&utm_medium=organic&utm_campaign=gmb","+65 6272 8815","+6562728815","1.2634018","103.8220077","7R7C+9R Singapore"
"Picotin Brewhaus - Rochester","Brewpub","35 Rochester Dr, Singapore 138639","Queenstown","35 Rochester Dr","Singapore","138639",,"SG","https://www.brewhaus.sg/","+65 6877 1191","+6568771191","1.3057995","103.787724","8Q4Q+83 Singapore"
"Siam Square Mookata - Best Mookata Restaurant in Singapore","Thai restaurant","600 Lor 4 Toa Payoh, #01-06/07/09/10, Singapore 319515","Toa Payoh","600 Lor 4 Toa Payoh, #01-06/07/09/10","Singapore","319515",,"SG","https://siamsquaremookata.com.sg/","+65 8119 6664","+6581196664","1.3340215","103.8510598","8VM2+JC Singapore"
"Rasa Istimewa @ Pasir Ris","Restaurant","201 Pasir Ris Rd, Singapore 519147","Pasir Ris","201 Pasir Ris Rd","Singapore","519147",,"SG","https://www.rasaistimewa.sg/","+65 6386 9339","+6563869339","1.3821322","103.9478907","9WJX+V5 Singapore"
"Anjappar Restaurant @ T1 Public","Halal restaurant","80 Airport Boulevard 03-20, Terminal 1 Public Area, Singapore 819642","Changi","80 Airport Boulevard 03-20, Terminal 1 Public Area","Singapore","819642",,"SG","http://anjappar.com.sg/","+65 6278 5545","+6562785545","1.3619903","103.9903707","9X6R+Q4 Singapore"
"GO Noodle House Changi Airport T2","Chinese noodle restaurant","60 Airport Blvd., #03-24/25-01 Viewing Mall South, Terminal 2, Singapore 819643","Changi","60 Airport Blvd., #03-24/25-01 Viewing Mall South, Terminal 2","Singapore","819643",,"SG","https://www.gonoodlehouse.com.sg/","+65 6600 3323","+6566003323","1.3545523","103.9888244","9X3Q+RG Singapore"
"Shi Fu Restaurant Discotheques Pte Ltd","Restaurant","1 Pasir Ris Cl, Singapore 519599","Pasir Ris","1 Pasir Ris Cl","Singapore","519599",,"SG",,"+65 6581 4666","+6565814666","1.3761167","103.9555509","9XG4+C6 Singapore"
"Kaveri Vegetarian Cuisine","South Indian restaurant","60 Airport Blvd., Singapore 819643","Changi","60 Airport Blvd.","Singapore","819643",,"SG",,,,"1.3550971","103.9890242","9X4Q+2J Singapore"
"Different Taste Cafe & Restaurant","Family restaurant","111 Frankel Ave, Singapore 458229","Bedok","111 Frankel Ave","Singapore","458229",,"SG","https://m.facebook.com/differenttasterestaurant/?ref=bookmarks","+65 6241 6518","+6562416518","1.3142974","103.9194291","8W79+PQ Singapore"
"Quentin's the Eurasian Restaurant","Restaurant","139 Ceylon Rd, Level 1 Eurasian Heritage Gallery, Singapore 429744","Geylang","139 Ceylon Rd, Level 1 Eurasian Heritage Gallery","Singapore","429744",,"SG","http://www.quentins.com.sg/","+65 9008 3804","+6590083804","1.3100053","103.8993095","8V6X+2P Singapore"
"Cosmo Bar & Restaurant @ Capri Changi City","Restaurant","3 Changi Business Park Central 1, Lobby Restaurant, Singapore 486037","Tampines","3 Changi Business Park Central 1, Lobby Restaurant","Singapore","486037",,"SG","http://www.cosmodining.com.sg/","+65 6933 9878","+6569339878","1.3340404","103.9640063","8XM7+JJ Singapore"
"Stella Seaside Lounge","Lounge","11 Changi Coast Walk, Singapore 499740","Tampines","11 Changi Coast Walk","Singapore","499740",,"SG","http://www.stella.com.sg/","+65 6214 9168","+6562149168","1.3160615","103.9774041","8X8G+CX Singapore"
"Tapas Club","Spanish restaurant","78 Airport Blvd., #03 - 220 / 221 / 222, Singapore 819666","Changi","78 Airport Blvd., #03 - 220 / 221 / 222","Singapore","819666",,"SG","https://www.tapasclub.com/reservation","+65 9155 0906","+6591550906","1.3601073","103.9893079","9X6Q+2P Singapore"
"Sankranti Restaurant","Andhra restaurant","1 Changi Business Park Cres, #01-14/15, Singapore 486025","Tampines","1 Changi Business Park Cres, #01-14/15","Singapore","486025",,"SG","http://www.sankrantihotels.com/","+65 6784 8498","+6567848498","1.3334907","103.9655606","8XM8+96 Singapore"
"Chin Lee Restaurant","Chinese restaurant","115 Bedok North Rd, #01-285, Singapore 460115","Bedok","115 Bedok North Rd, #01-285","Singapore","460115",,"SG","http://chinlee.com.sg/#page","+65 6449 5454","+6564495454","1.3316142","103.9373255","8WJP+JW Singapore"
"Buey Tahan See-Food Restaurant @ DTE","Halal restaurant","1 Pasir Ris Cl, #04-101 E!Hub, Singapore 519599","Pasir Ris","1 Pasir Ris Cl, #04-101 E!Hub","Singapore","519599",,"SG","http://www.bueytahan.sg/","+65 8815 2024","+6588152024","1.376964","103.9546896","9XG3+QV Singapore"
"Ding Heng Restaurant","Chinese restaurant","963C Upper Changi Rd N, #01-11 Komo Shoppes, Singapore 506790","Pasir Ris","963C Upper Changi Rd N, #01-11 Komo Shoppes","Singapore","506790",,"SG",,"+65 9030 3323","+6590303323","1.3604699","103.9701712","9X6C+53 Singapore"
"Le Aranda Restaurant","Restaurant","60 Pasir Ris Dr 3, Singapore 519497","Pasir Ris","60 Pasir Ris Dr 3","Singapore","519497",,"SG",,,,"1.3760672","103.9534622","9XG3+C9 Singapore"
"Crystal Jade La Mian Xiao Long Bao","Chinese restaurant","80 Airport Boulevard, Changi Airport T1 #03-54 Departure, Level 3 Transit Lounge East, Singapore 819642","Changi","80 Airport Boulevard, Changi Airport T1 #03-54 Departure, Level 3 Transit Lounge East","Singapore","819642",,"SG","http://www.crystaljade.com/","+65 6542 3158","+6565423158","1.3617845","103.9913487","9X6R+PG Singapore"
"Hong Kong Street Family Restaurant Bedok 香港街","Chinese restaurant","430 Upper Changi Rd, #01-67, Singapore 487048","Bedok","430 Upper Changi Rd, #01-67","Singapore","487048",,"SG",,"+65 6245 3881","+6562453881","1.3320173","103.9462022","8WJW+RF Singapore"
"Nandhana's restaurant Eastpoint Simei","Restaurant","Simei Street 1, Singapore","Tampines","Simei Street 1",,,,"SG",,,,"1.3424837","103.9530659","8XR3+X6 Singapore"
"Banjara restaurant","Restaurant","6 Changi Business Park Ave 1 North Tower. Food ALLEY, #01-32 ESR, UE BizHub East, Singapore 486017","Tampines","6 Changi Business Park Ave 1 North Tower. Food ALLEY, #01-32 ESR, UE BizHub East","Singapore","486017",,"SG","http://www.banjara.com.sg/","+65 6214 0402","+6562140402","1.3350589","103.9638392","8XP7+2G Singapore"
"AL Mubin Restaurant 24hr","Restaurant","Changi Village Rd, #1, Singapore 500001","Changi","Changi Village Rd, #1","Singapore","500001",,"SG",,"+65 6904 0145","+6569040145","1.3882181","103.9876318","9XQQ+73 Singapore"
"terra Tokyo Italian","Italian restaurant","54 Tras St, Singapore 078993","Chinatown","54 Tras St","Singapore","078993",,"SG","http://www.terraseita.com/","+65 9751 2145","+6597512145","1.2779828","103.8441779","7RHV+5M Singapore"
"Long Phụng Vietnamese Restaurant","Restaurant","Singapore","Southern Islands",,,,,"SG",,,,"1.2539091","103.8238562","7R3F+HG Singapore"
"Restaurant JAG","Restaurant","41 Robertson Quay, #02-02 STPI Creative Workshop and Gallery, Singapore 238236","Central Area","41 Robertson Quay, #02-02 STPI Creative Workshop and Gallery","Singapore","238236",,"SG","https://www.restaurantjag.com/","+65 6871 8973","+6568718973","1.2911018","103.8402617","7RRR+C4 Singapore"
"Bochinche","Argentinian restaurant","27 Club St, Singapore 069413","Chinatown","27 Club St","Singapore","069413",,"SG","http://www.bochinche.com.sg/","+65 6235 4990","+6562354990","1.2824263","103.846543","7RJW+XJ Singapore"
"Fleur De Sel Le Restaurant","French restaurant","64 Tras St, Singapore 079003","Chinatown","64 Tras St","Singapore","079003",,"SG","http://www.fleurdesel.com.sg/","+65 6222 6861","+6562226861","1.2777778","103.8441667","7RHV+4M Singapore"
"一品居中餐馆 Yi Pin Ju Chinese Restaurant","Chinese restaurant","6 Lim Teck Kim Rd, Singapore 088936","Tanjong Pagar","6 Lim Teck Kim Rd","Singapore","088936",,"SG","https://yi-pin-ju-chinese-restaurant.business.site/?m=true","+65 8835 5376","+6588355376","1.2735989","103.8425935","7RFV+C2 Singapore"
"Restaurant Ibid","Asian fusion restaurant","18 N Canal Rd, Singapore 048830","Central Area","18 N Canal Rd","Singapore","048830",,"SG","https://www.restaurantibid.com/","+65 9151 8698","+6591518698","1.2864337","103.8483365","7RPX+H8 Singapore"
"Restaurant Fiz","Fine dining restaurant","21 Tg Pagar Rd, #01-01/02 Next to the Fairfield Methodist Church, Singapore 088444","Chinatown","21 Tg Pagar Rd, #01-01/02 Next to the Fairfield Methodist Church","Singapore","088444",,"SG","http://www.restaurantfiz.sg/","+65 9679 8021","+6596798021","1.2796868","103.8440099","7RHV+VJ Singapore"
"White Restaurant (VivoCity)","Chinese restaurant","1 HarbourFront Walk, #02-121/122 VivoCity, Singapore 098585","Bukit Merah","1 HarbourFront Walk, #02-121/122 VivoCity","Singapore","098585",,"SG","https://whiterestaurant.com.sg/","+65 6592 0726","+6565920726","1.2635017","103.8227849","7R7F+C4 Singapore"
"Etna Italian Restaurant (Duxton)","Italian restaurant","49/50 Duxton Rd, Singapore 089513","Tanjong Pagar","49/50 Duxton Rd","Singapore","089513",,"SG","http://www.etnaitalianrestaurant.com/","+65 6220 5513","+6562205513","1.2783225","103.8433345","7RHV+88 Singapore"
"KWEE ZEEN","Restaurant","2 Bukit Manis Rd, Sentosa, Singapore 099891","Southern Islands","2 Bukit Manis Rd, Sentosa","Singapore","099891",,"SG","https://restaurantsandbars.accor.com/fr/restaurant/9474_R002?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&y_source=1_MzkxMDAxMTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","+65 6708 8366","+6567088366","1.2452322","103.827427","6RWG+3X Singapore"
"Pura Brasa Singapore","Spanish restaurant","5 Wallich St, #01-16, Singapore 078883","Chinatown","5 Wallich St, #01-16","Singapore","078883",,"SG","https://www.purabrasa.com/singapore/","+65 6386 9678","+6563869678","1.2766695","103.8462753","7RGW+MG Singapore"
"Syun","Japanese restaurant","8 Sentosa Gateway, Ave8, Singapore 098269","Southern Islands","8 Sentosa Gateway, Ave8","Singapore","098269",,"SG","https://www.rwsentosa.com/en/restaurants/signature-restaurants/syun","+65 6577 6867","+6565776867","1.2556034","103.8198628","7R49+6W Singapore"
